Nr	date	time	Ux	Uy	Uz	U3
0 2025.03.12 15:28:57.495 -0.000384 -0.005621 0.005054 -0.126316
1 2025.03.12 15:28:57.497 -0.000264 0.008612 0.009171 -0.110684
2 2025.03.12 15:28:57.499 -0.000823 0.006013 0.009451 -0.096932
3 2025.03.12 15:28:57.501 -0.000304 0.008572 0.004774 -0.085218
4 2025.03.12 15:28:57.503 0.000096 0.003055 -0.008499 -0.076423
5 2025.03.12 15:28:57.505 -0.000943 -0.008459 -0.000024 -0.067388
6 2025.03.12 15:28:57.507 -0.000184 -0.003862 0.007852 -0.058792
7 2025.03.12 15:28:57.509 -0.000024 -0.006980 0.002575 -0.051756
8 2025.03.12 15:28:57.511 0.000216 -0.007340 0.011090 -0.044600
9 2025.03.12 15:28:57.513 -0.000184 0.006333 -0.009778 -0.040242
10 2025.03.12 15:28:57.514 -0.000344 0.002695 0.004494 -0.035245
11 2025.03.12 15:28:57.516 -0.000424 0.008212 0.003135 -0.030847
12 2025.03.12 15:28:57.519 0.000016 -0.008059 0.007252 -0.026729
13 2025.03.12 15:28:57.520 -0.001343 0.005893 -0.002422 -0.023891
14 2025.03.12 15:28:57.522 0.000176 0.007772 0.002975 -0.020933
15 2025.03.12 15:28:57.524 -0.000104 -0.005101 -0.000344 -0.018374
16 2025.03.12 15:28:57.526 0.001056 0.007892 0.002015 -0.016015
17 2025.03.12 15:28:57.528 -0.000424 -0.007660 0.006813 -0.013736
18 2025.03.12 15:28:57.529 0.000336 -0.008539 0.002015 -0.011897
19 2025.03.12 15:28:57.531 -0.000983 -0.008139 -0.003222 -0.011058
20 2025.03.12 15:28:57.533 -0.000024 -0.004501 0.007572 -0.008939
21 2025.03.12 15:28:57.534 -0.001503 0.008612 0.012769 -0.006780
22 2025.03.12 15:28:57.536 -0.000224 0.003854 0.004414 -0.005461
23 2025.03.12 15:28:57.538 0.000136 0.003255 -0.006060 -0.005501
24 2025.03.12 15:28:57.540 -0.000703 -0.008819 -0.011657 -0.005661
25 2025.03.12 15:28:57.542 0.000576 -0.004981 -0.009339 -0.005861
26 2025.03.12 15:28:57.544 -0.000384 0.004174 -0.009099 -0.005981
27 2025.03.12 15:28:57.545 0.000096 -0.004581 -0.001823 -0.005621
28 2025.03.12 15:28:57.547 -0.000144 -0.008619 -0.010418 -0.005901
29 2025.03.12 15:28:57.549 -0.000583 -0.008699 0.002015 -0.005181
30 2025.03.12 15:28:57.551 0.000936 -0.007620 0.008052 -0.003902
31 2025.03.12 15:28:57.552 0.000576 -0.004062 0.004134 -0.002982
32 2025.03.12 15:28:57.554 -0.000304 0.007892 0.006413 -0.002023
33 2025.03.12 15:28:57.557 0.000016 0.008092 -0.011737 -0.002942
34 2025.03.12 15:28:57.559 -0.000783 -0.001103 -0.004261 -0.003102
35 2025.03.12 15:28:57.562 -0.001183 0.007852 -0.011538 -0.003902
36 2025.03.12 15:28:57.564 -0.000104 -0.008579 -0.011937 -0.004501
37 2025.03.12 15:28:57.566 -0.000543 -0.008659 -0.007540 -0.005101
38 2025.03.12 15:28:57.568 0.000416 0.003374 -0.003862 -0.005061
39 2025.03.12 15:28:57.570 -0.000384 -0.007620 -0.010858 -0.005861
40 2025.03.12 15:28:57.573 0.000056 -0.000783 0.001655 -0.005141
41 2025.03.12 15:28:57.574 -0.000424 -0.009179 -0.003582 -0.004941
42 2025.03.12 15:28:57.577 0.000256 0.007932 0.001376 -0.004741
43 2025.03.12 15:28:57.579 0.000176 -0.003342 0.005213 -0.003622
44 2025.03.12 15:28:57.582 -0.000903 -0.002622 0.004814 -0.003062
45 2025.03.12 15:28:57.585 -0.001263 0.008772 0.007892 -0.002183
46 2025.03.12 15:28:57.587 -0.000503 0.004454 0.009531 -0.001223
47 2025.03.12 15:28:57.589 -0.000384 0.002775 -0.008899 -0.002143
48 2025.03.12 15:28:57.590 -0.001583 -0.006540 -0.004661 -0.002382
49 2025.03.12 15:28:57.592 0.000336 0.003814 0.007052 -0.001343
50 2025.03.12 15:28:57.595 0.000136 0.007852 -0.004821 -0.001743
51 2025.03.12 15:28:57.597 0.000736 0.007492 0.007972 -0.000863
52 2025.03.12 15:28:57.599 -0.000663 -0.005941 0.013049 0.000176
53 2025.03.12 15:28:57.601 -0.000064 0.000176 -0.010938 -0.000703
54 2025.03.12 15:28:57.603 -0.000943 -0.002183 0.006053 -0.000264
55 2025.03.12 15:28:57.605 0.000616 0.004534 0.000336 -0.000463
56 2025.03.12 15:28:57.607 -0.000424 0.007732 -0.002303 -0.000623
57 2025.03.12 15:28:57.609 0.000256 -0.002542 0.002895 -0.000224
58 2025.03.12 15:28:57.611 -0.000224 0.007972 0.000816 -0.000224
59 2025.03.12 15:28:57.613 -0.000743 -0.007780 0.004414 -0.000024
60 2025.03.12 15:28:57.615 -0.000384 -0.007580 0.006493 0.000416
61 2025.03.12 15:28:57.617 0.000456 -0.001383 -0.008459 -0.000344
62 2025.03.12 15:28:57.620 -0.000583 0.003774 -0.000623 -0.000384
63 2025.03.12 15:28:57.624 0.000856 -0.007820 0.006573 0.000296
64 2025.03.12 15:28:57.625 0.000456 -0.003222 -0.009419 -0.000623
65 2025.03.12 15:28:57.628 -0.000783 0.003774 -0.002862 -0.000943
66 2025.03.12 15:28:57.630 0.000176 -0.005581 -0.008859 -0.001623
67 2025.03.12 15:28:57.633 0.000736 0.000856 0.007852 -0.000783
68 2025.03.12 15:28:57.637 0.000216 0.000936 0.007052 -0.000104
69 2025.03.12 15:28:57.639 -0.000424 -0.007660 -0.003062 -0.000543
70 2025.03.12 15:28:57.641 -0.000344 -0.003822 -0.001903 -0.000543
71 2025.03.12 15:28:57.643 -0.000503 -0.004381 0.011450 0.000376
72 2025.03.12 15:28:57.645 0.000096 0.003694 -0.004901 -0.000104
73 2025.03.12 15:28:57.647 -0.000304 0.001815 0.010091 0.000736
74 2025.03.12 15:28:57.649 -0.000903 -0.006820 0.007772 0.001176
75 2025.03.12 15:28:57.651 0.000016 -0.002063 -0.011378 -0.000064
76 2025.03.12 15:28:57.653 -0.000304 -0.008859 0.002015 0.000256
77 2025.03.12 15:28:57.656 -0.000264 -0.003982 -0.005181 -0.000144
78 2025.03.12 15:28:57.659 -0.000344 0.001176 0.007452 0.000496
79 2025.03.12 15:28:57.661 -0.000503 0.000376 -0.006460 -0.000503
80 2025.03.12 15:28:57.663 -0.001343 0.001575 0.009011 0.000176
81 2025.03.12 15:28:57.664 -0.000863 -0.003342 0.008652 0.000816
82 2025.03.12 15:28:57.666 -0.000304 -0.007939 -0.006060 0.000056
83 2025.03.12 15:28:57.668 0.000976 0.004134 -0.001703 -0.000024
84 2025.03.12 15:28:57.670 0.000536 0.007932 -0.004701 -0.000384
85 2025.03.12 15:28:57.672 -0.000503 0.007692 -0.008459 -0.001143
86 2025.03.12 15:28:57.675 0.000096 -0.008379 -0.010498 -0.002143
87 2025.03.12 15:28:57.677 -0.000264 0.000856 0.007172 -0.001223
88 2025.03.12 15:28:57.679 -0.000543 -0.000903 0.007892 -0.000543
89 2025.03.12 15:28:57.681 0.000176 0.004854 0.006573 0.000296
90 2025.03.12 15:28:57.682 -0.000623 -0.005941 0.003454 0.000496
91 2025.03.12 15:28:57.684 0.000016 0.000336 0.001655 0.000376
92 2025.03.12 15:28:57.686 -0.000064 0.004694 0.007452 0.001136
93 2025.03.12 15:28:57.688 -0.000543 -0.006860 -0.004621 0.000176
94 2025.03.12 15:28:57.691 -0.000463 0.008732 0.004214 0.000656
95 2025.03.12 15:28:57.693 -0.000104 0.002975 0.007532 0.001256
96 2025.03.12 15:28:57.695 -0.000943 -0.001463 0.002975 0.001336
97 2025.03.12 15:28:57.696 0.000576 -0.008379 0.003614 0.001655
98 2025.03.12 15:28:57.700 -0.000903 0.007932 -0.002862 0.001176
99 2025.03.12 15:28:57.702 -0.000543 0.003454 0.010731 0.002015
100 2025.03.12 15:28:57.704 -0.000344 -0.003262 -0.009379 0.000736
101 2025.03.12 15:28:57.707 -0.000543 0.008612 0.010571 0.001775
102 2025.03.12 15:28:57.710 0.001056 -0.005381 0.004254 0.001895
103 2025.03.12 15:28:57.713 0.000496 0.000736 0.004374 0.002175
104 2025.03.12 15:28:57.716 -0.000783 -0.002502 -0.011218 0.001016
105 2025.03.12 15:28:57.718 0.000176 -0.001983 -0.011098 -0.000104
106 2025.03.12 15:28:57.721 -0.000224 0.000976 0.001216 0.000016
107 2025.03.12 15:28:57.723 0.000136 0.007572 -0.007620 -0.001063
108 2025.03.12 15:28:57.724 -0.000384 -0.008299 0.006373 -0.000224
109 2025.03.12 15:28:57.726 -0.000543 0.005693 0.004854 -0.000024
110 2025.03.12 15:28:57.728 0.000656 -0.007340 0.004694 0.000576
111 2025.03.12 15:28:57.730 -0.000463 0.002215 0.000216 0.000456
112 2025.03.12 15:28:57.732 -0.000104 0.001096 0.009291 0.001256
113 2025.03.12 15:28:57.734 -0.000623 -0.008459 -0.006660 0.000056
114 2025.03.12 15:28:57.737 0.000576 0.007972 -0.004621 -0.000304
115 2025.03.12 15:28:57.740 -0.001343 0.000576 0.000016 -0.000503
116 2025.03.12 15:28:57.743 -0.000224 0.001895 0.010930 0.000656
117 2025.03.12 15:28:57.746 -0.000104 -0.001943 0.006133 0.000976
118 2025.03.12 15:28:57.748 0.000256 0.003015 0.006413 0.001575
119 2025.03.12 15:28:57.750 0.000176 0.000136 -0.009978 -0.000064
120 2025.03.12 15:28:57.753 0.000016 0.004374 -0.006340 -0.000224
121 2025.03.12 15:28:57.755 -0.000384 0.008332 0.009731 0.000496
122 2025.03.12 15:28:57.759 0.000096 -0.006740 0.007972 0.000896
123 2025.03.12 15:28:57.762 -0.001183 -0.005821 -0.000703 0.000696
124 2025.03.12 15:28:57.765 -0.000503 -0.005261 0.008852 0.001376
125 2025.03.12 15:28:57.767 -0.000463 -0.006980 0.007132 0.001575
126 2025.03.12 15:28:57.769 -0.001263 0.008252 0.006613 0.002055
127 2025.03.12 15:28:57.771 -0.000703 -0.001063 0.005933 0.002215
128 2025.03.12 15:28:57.774 -0.000703 0.008052 0.006973 0.002735
129 2025.03.12 15:28:57.777 0.000296 -0.001223 0.004094 0.002495
130 2025.03.12 15:28:57.781 -0.000623 0.006333 0.007532 0.003175
131 2025.03.12 15:28:57.782 0.000056 -0.008619 -0.004381 0.002335
132 2025.03.12 15:28:57.785 0.000776 0.007732 0.004574 0.002775
133 2025.03.12 15:28:57.788 0.000776 0.002175 0.001655 0.002535
134 2025.03.12 15:28:57.791 0.000256 -0.007820 0.008332 0.003055
135 2025.03.12 15:28:57.793 0.000096 -0.002662 -0.002902 0.002455
136 2025.03.12 15:28:57.796 -0.000424 -0.007020 0.001495 0.002015
137 2025.03.12 15:28:57.800 -0.000224 -0.007820 0.006053 0.002415
138 2025.03.12 15:28:57.802 -0.001023 -0.005461 -0.001103 0.001975
139 2025.03.12 15:28:57.805 0.000736 0.007052 0.005453 0.002495
140 2025.03.12 15:28:57.808 -0.000264 -0.009059 -0.011098 0.001096
141 2025.03.12 15:28:57.810 -0.000623 0.008332 0.007612 0.001935
142 2025.03.12 15:28:57.813 -0.000264 0.006013 -0.008619 0.000616
143 2025.03.12 15:28:57.815 -0.000823 0.004294 -0.002782 0.000456
144 2025.03.12 15:28:57.817 -0.000703 -0.000424 -0.001903 0.000016
145 2025.03.12 15:28:57.821 -0.000384 0.007332 -0.006940 -0.000783
146 2025.03.12 15:28:57.823 -0.000663 0.007852 0.001975 -0.000543
147 2025.03.12 15:28:57.826 -0.000104 0.007492 -0.013736 -0.001703
148 2025.03.12 15:28:57.828 -0.000264 0.001136 -0.006100 -0.002143
149 2025.03.12 15:28:57.829 -0.000144 -0.006220 -0.005461 -0.002502
150 2025.03.12 15:28:57.831 0.000256 0.002095 -0.005941 -0.002782
151 2025.03.12 15:28:57.833 0.000096 -0.003942 0.008732 -0.001823
152 2025.03.12 15:28:57.836 0.000056 0.002255 0.004294 -0.001223
153 2025.03.12 15:28:57.838 -0.000943 -0.001183 -0.004022 -0.001863
154 2025.03.12 15:28:57.841 -0.001063 0.006453 0.006253 -0.001143
155 2025.03.12 15:28:57.844 -0.000264 -0.006860 0.005373 -0.000863
156 2025.03.12 15:28:57.846 -0.000344 0.007812 -0.009099 -0.001663
157 2025.03.12 15:28:57.847 -0.000184 0.006573 0.005453 -0.001023
158 2025.03.12 15:28:57.849 0.000416 0.008572 0.006653 -0.000224
159 2025.03.12 15:28:57.851 -0.000743 -0.007340 -0.000024 -0.000503
160 2025.03.12 15:28:57.853 -0.000344 -0.007300 -0.000583 -0.000543
161 2025.03.12 15:28:57.855 -0.000224 -0.007979 0.009451 0.000456
162 2025.03.12 15:28:57.858 -0.000663 -0.006860 0.003854 0.000496
163 2025.03.12 15:28:57.862 0.000736 -0.005181 -0.007260 -0.000264
164 2025.03.12 15:28:57.864 -0.000104 0.000856 0.008772 0.000536
165 2025.03.12 15:28:57.866 -0.000543 -0.007340 -0.004941 -0.000224
166 2025.03.12 15:28:57.868 0.000896 0.005853 -0.006620 -0.000623
167 2025.03.12 15:28:57.870 -0.000384 0.007612 -0.007060 -0.001143
168 2025.03.12 15:28:57.872 0.000136 0.006573 -0.011937 -0.002143
169 2025.03.12 15:28:57.874 -0.000783 0.007692 -0.008539 -0.002942
170 2025.03.12 15:28:57.876 0.000016 0.005014 -0.009699 -0.003022
171 2025.03.12 15:28:57.878 -0.000144 0.000776 0.009451 -0.001903
172 2025.03.12 15:28:57.880 -0.000224 -0.007780 0.008492 -0.001303
173 2025.03.12 15:28:57.883 -0.000384 0.001735 0.006253 -0.000703
174 2025.03.12 15:28:57.885 -0.001023 -0.005941 -0.005741 -0.001423
175 2025.03.12 15:28:57.887 -0.000543 -0.005221 0.004534 -0.000943
176 2025.03.12 15:28:57.889 -0.000064 -0.007100 0.010131 0.000016
177 2025.03.12 15:28:57.891 0.000416 -0.008099 -0.000424 -0.000224
178 2025.03.12 15:28:57.893 -0.000184 -0.004941 -0.011258 -0.001103
179 2025.03.12 15:28:57.894 -0.001423 -0.008659 -0.003582 -0.001343
180 2025.03.12 15:28:57.897 0.000576 -0.008379 0.005773 -0.000503
181 2025.03.12 15:28:57.899 -0.000024 -0.006340 0.012090 0.000776
182 2025.03.12 15:28:57.901 0.000096 0.000536 0.006493 0.001056
183 2025.03.12 15:28:57.903 -0.000144 -0.006060 0.007972 0.001416
184 2025.03.12 15:28:57.905 -0.000024 0.008852 0.006093 0.001655
185 2025.03.12 15:28:57.906 0.000216 0.003494 0.001935 0.001495
186 2025.03.12 15:28:57.908 -0.000144 0.008012 0.005733 0.001975
187 2025.03.12 15:28:57.910 0.000376 0.006213 -0.005221 0.001136
188 2025.03.12 15:28:57.912 0.000176 0.000256 -0.000543 0.000896
189 2025.03.12 15:28:57.914 -0.000384 0.005373 -0.010418 -0.000104
190 2025.03.12 15:28:57.916 -0.000463 0.007012 -0.010178 -0.001023
191 2025.03.12 15:28:57.918 -0.000264 -0.002742 0.000816 -0.000903
192 2025.03.12 15:28:57.920 0.000176 -0.006820 0.006253 -0.000224
193 2025.03.12 15:28:57.925 0.000456 0.004614 0.005134 0.000296
194 2025.03.12 15:28:57.928 -0.000783 -0.007580 0.004054 0.000216
195 2025.03.12 15:28:57.931 -0.000903 0.007372 -0.009858 -0.000863
196 2025.03.12 15:28:57.935 0.000896 0.006573 0.001376 0.002295
197 2025.03.12 15:28:57.938 -0.000943 0.006733 -0.013297 -0.001543
198 2025.03.12 15:28:57.941 -0.000943 -0.001503 -0.000823 -0.001343
199 2025.03.12 15:28:57.944 -0.000583 -0.005741 0.008971 -0.000503
200 2025.03.12 15:28:57.946 0.000536 0.002015 0.000816 -0.001103
201 2025.03.12 15:28:57.949 0.000416 -0.008219 -0.011298 -0.001303
202 2025.03.12 15:28:57.951 -0.000224 -0.008739 -0.004341 -0.001703
203 2025.03.12 15:28:57.954 0.000296 0.006653 -0.009699 -0.002422
204 2025.03.12 15:28:57.956 0.000376 -0.007860 0.006773 -0.001663
205 2025.03.12 15:28:57.958 0.000336 -0.007300 0.009571 -0.000663
206 2025.03.12 15:28:57.960 0.000296 -0.006500 0.002375 -0.000823
207 2025.03.12 15:28:57.962 0.000016 -0.006021 -0.002542 -0.000783
208 2025.03.12 15:28:57.964 0.000376 0.002015 0.008572 0.000056
209 2025.03.12 15:28:57.966 0.000536 -0.001503 -0.008299 -0.001343
210 2025.03.12 15:28:57.969 0.000296 0.003854 -0.009699 -0.001623
211 2025.03.12 15:28:57.971 0.000056 -0.007500 0.006613 -0.001063
212 2025.03.12 15:28:57.972 0.000216 -0.003382 -0.009019 -0.001903
213 2025.03.12 15:28:57.974 -0.000743 0.001416 0.006013 -0.001303
214 2025.03.12 15:28:57.978 -0.000583 -0.007340 0.002695 -0.001103
215 2025.03.12 15:28:57.981 0.000096 -0.008219 0.001975 -0.000783
216 2025.03.12 15:28:57.984 -0.000623 -0.002542 -0.002942 -0.001063
217 2025.03.12 15:28:57.986 -0.000583 -0.001223 -0.011258 -0.001863
218 2025.03.12 15:28:57.988 0.000136 -0.007100 0.004374 -0.000783
219 2025.03.12 15:28:57.991 0.000016 0.004574 -0.010258 -0.001743
220 2025.03.12 15:28:57.994 0.000376 -0.008819 0.000216 -0.001423
221 2025.03.12 15:28:57.996 0.000336 -0.002702 0.004974 -0.000703
222 2025.03.12 15:28:57.998 0.000216 -0.005061 -0.004022 -0.001223
223 2025.03.12 15:28:58.000 -0.000503 -0.004741 0.007292 -0.000463
224 2025.03.12 15:28:58.002 0.000056 0.001016 -0.000543 -0.000703
225 2025.03.12 15:28:58.005 0.000976 -0.000943 -0.000943 -0.000903
226 2025.03.12 15:28:58.007 -0.001143 -0.006940 0.007572 -0.000224
227 2025.03.12 15:28:58.009 0.000016 -0.008059 0.004254 0.000376
228 2025.03.12 15:28:58.010 0.000456 -0.002023 0.000816 0.006573
229 2025.03.12 15:28:58.012 -0.000503 0.004334 -0.007300 -0.000863
230 2025.03.12 15:28:58.015 -0.000743 0.008172 -0.011458 -0.001783
231 2025.03.12 15:28:58.018 -0.000543 -0.008299 -0.005901 -0.002263
232 2025.03.12 15:28:58.020 0.000976 0.008412 0.003135 -0.001423
233 2025.03.12 15:28:58.023 -0.000064 0.008092 0.005333 -0.000903
234 2025.03.12 15:28:58.025 -0.001103 -0.002542 0.004454 -0.000703
235 2025.03.12 15:28:58.026 0.000456 0.006293 0.001975 -0.000543
236 2025.03.12 15:28:58.029 0.000456 0.006453 0.005933 -0.000064
237 2025.03.12 15:28:58.032 -0.000104 0.006173 -0.007780 -0.000903
238 2025.03.12 15:28:58.034 0.000496 0.007852 -0.002702 -0.001103
239 2025.03.12 15:28:58.035 -0.001223 -0.007780 0.011850 -0.000184
240 2025.03.12 15:28:58.037 -0.000224 -0.003422 -0.000903 -0.000344
241 2025.03.12 15:28:58.039 -0.000463 -0.003862 0.009091 0.000416
242 2025.03.12 15:28:58.041 -0.000623 0.003694 0.001256 0.000376
243 2025.03.12 15:28:58.043 -0.000903 0.005973 -0.010338 -0.000743
244 2025.03.12 15:28:58.046 0.000616 0.007492 -0.007460 -0.001183
245 2025.03.12 15:28:58.048 -0.000384 0.002655 -0.003942 -0.001543
246 2025.03.12 15:28:58.050 0.000656 -0.008819 -0.005941 -0.002103
247 2025.03.12 15:28:58.052 0.000336 -0.002502 -0.005541 -0.002542
248 2025.03.12 15:28:58.055 0.000376 -0.008419 -0.011737 -0.003502
249 2025.03.12 15:28:58.057 -0.000384 0.004094 0.007532 -0.002342
250 2025.03.12 15:28:58.059 -0.000304 0.007532 0.004734 -0.001983
251 2025.03.12 15:28:58.061 -0.000224 0.001096 -0.008739 -0.002582
252 2025.03.12 15:28:58.063 0.000176 0.006893 -0.010778 -0.003022
253 2025.03.12 15:28:58.064 -0.000503 0.007412 -0.009019 -0.003622
254 2025.03.12 15:28:58.066 -0.000024 -0.009099 -0.010858 -0.003982
255 2025.03.12 15:28:58.068 -0.000463 -0.007900 0.013009 -0.002382
256 2025.03.12 15:28:58.071 -0.001063 -0.006420 0.008012 -0.001823
257 2025.03.12 15:28:58.074 -0.000064 0.008891 0.005853 -0.001463
258 2025.03.12 15:28:58.077 0.000496 0.002535 0.008971 -0.000663
259 2025.03.12 15:28:58.080 0.000216 0.005493 -0.000424 -0.000743
260 2025.03.12 15:28:58.082 -0.000783 -0.002023 -0.013656 -0.001983
261 2025.03.12 15:28:58.085 -0.000943 -0.005061 -0.003462 -0.002183
262 2025.03.12 15:28:58.088 0.000536 -0.001183 0.003654 -0.001543
263 2025.03.12 15:28:58.093 -0.000064 -0.006820 0.005853 -0.000903
264 2025.03.12 15:28:58.095 -0.000144 0.002855 0.006973 -0.000384
265 2025.03.12 15:28:58.097 0.000216 0.007452 0.005293 0.000856
266 2025.03.12 15:28:58.099 0.000176 0.007372 0.002735 0.003534
267 2025.03.12 15:28:58.101 0.000336 0.003175 -0.003382 0.002415
268 2025.03.12 15:28:58.103 0.000056 -0.002942 -0.004022 0.001176
269 2025.03.12 15:28:58.105 0.001056 -0.007300 0.006013 0.001615
270 2025.03.12 15:28:58.107 -0.000823 0.000256 0.004054 0.001416
271 2025.03.12 15:28:58.109 -0.000184 0.000816 0.007372 0.001735
272 2025.03.12 15:28:58.111 0.000416 0.000216 0.002935 -0.010258
273 2025.03.12 15:28:58.112 0.000056 0.005933 -0.004301 -0.008659
274 2025.03.12 15:28:58.114 0.000296 -0.001183 0.008012 -0.006100
275 2025.03.12 15:28:58.116 -0.000384 0.008332 0.003015 -0.004181
276 2025.03.12 15:28:58.118 -0.000983 -0.008219 -0.001543 -0.003342
277 2025.03.12 15:28:58.120 -0.000983 0.006053 0.002135 -0.002103
278 2025.03.12 15:28:58.122 0.000096 -0.008699 -0.010458 -0.002143
279 2025.03.12 15:28:58.124 -0.000224 -0.004981 -0.011817 -0.002382
280 2025.03.12 15:28:58.126 -0.000304 0.004974 0.005733 -0.001143
281 2025.03.12 15:28:58.128 -0.000903 -0.002782 0.004654 -0.000224
282 2025.03.12 15:28:58.130 -0.000344 0.002015 0.002735 0.000536
283 2025.03.12 15:28:58.132 -0.000264 -0.002103 -0.002223 0.000576
284 2025.03.12 15:28:58.134 -0.000144 0.007212 -0.003702 0.000336
285 2025.03.12 15:28:58.136 -0.000264 0.004494 -0.010138 -0.000264
286 2025.03.12 15:28:58.138 0.000376 0.005613 -0.007220 -0.001383
287 2025.03.12 15:28:58.140 0.000176 0.007892 0.001895 -0.000783
288 2025.03.12 15:28:58.142 -0.000503 -0.004142 0.005213 -0.000144
289 2025.03.12 15:28:58.144 -0.000743 -0.007820 0.013249 0.001296
290 2025.03.12 15:28:58.146 0.000536 0.007532 -0.008299 0.000056
291 2025.03.12 15:28:58.147 -0.000304 0.006333 -0.000064 0.000656
292 2025.03.12 15:28:58.150 -0.000264 0.000856 0.003494 0.000936
293 2025.03.12 15:28:58.151 -0.001423 0.002175 0.011890 0.001815
294 2025.03.12 15:28:58.153 0.000536 0.000416 -0.008379 0.001016
295 2025.03.12 15:28:58.155 0.000176 -0.001823 -0.011298 0.000016
296 2025.03.12 15:28:58.160 -0.000424 -0.005941 -0.005261 -0.000184
297 2025.03.12 15:28:58.161 0.000976 0.005893 0.003574 0.000136
298 2025.03.12 15:28:58.164 0.001056 -0.006021 0.001056 0.004134
299 2025.03.12 15:28:58.165 -0.000024 0.004734 0.006333 0.001216
300 2025.03.12 15:28:58.167 -0.000064 -0.005581 -0.010458 0.000176
301 2025.03.12 15:28:58.169 0.000176 0.008452 0.003414 0.000856
302 2025.03.12 15:28:58.172 -0.000224 0.004134 -0.004621 0.000296
303 2025.03.12 15:28:58.174 -0.000903 0.008652 0.012929 0.001376
304 2025.03.12 15:28:58.177 -0.000024 0.006573 0.009771 0.001975
305 2025.03.12 15:28:58.181 0.000136 0.002295 0.008052 0.002455
306 2025.03.12 15:28:58.183 -0.000144 0.002735 0.009091 0.002815
307 2025.03.12 15:28:58.186 -0.000384 -0.004581 0.005333 0.002775
308 2025.03.12 15:28:58.188 -0.000903 0.000416 -0.000503 0.002495
309 2025.03.12 15:28:58.191 -0.000903 -0.006060 -0.006220 0.001695
310 2025.03.12 15:28:58.196 -0.000424 -0.007380 0.004254 0.001855
311 2025.03.12 15:28:58.200 0.000056 0.006333 -0.008859 0.000696
312 2025.03.12 15:28:58.202 0.000176 0.007452 -0.009259 -0.000224
313 2025.03.12 15:28:58.203 0.000096 -0.001423 -0.007700 -0.000783
314 2025.03.12 15:28:58.205 -0.001103 0.005853 -0.009459 -0.001663
315 2025.03.12 15:28:58.208 -0.000623 -0.003702 0.014209 -0.000144
316 2025.03.12 15:28:58.210 -0.000743 0.007212 -0.011618 -0.001103
317 2025.03.12 15:28:58.212 -0.000144 -0.002622 -0.007780 -0.003102
318 2025.03.12 15:28:58.214 -0.000424 0.002775 -0.005021 -0.003222
319 2025.03.12 15:28:58.216 -0.001183 0.008492 0.007292 -0.002223
320 2025.03.12 15:28:58.220 -0.001063 -0.005741 -0.004981 -0.002462
321 2025.03.12 15:28:58.222 0.000136 0.000016 0.005893 -0.001423
322 2025.03.12 15:28:58.224 -0.000184 -0.007220 -0.002942 -0.001863
323 2025.03.12 15:28:58.226 -0.000064 0.000856 0.008092 -0.000863
324 2025.03.12 15:28:58.228 -0.000583 -0.005061 -0.005141 -0.001423
325 2025.03.12 15:28:58.230 0.000296 -0.002143 -0.010858 -0.002103
326 2025.03.12 15:28:58.232 -0.000224 0.007732 0.000296 -0.001783
327 2025.03.12 15:28:58.234 -0.000344 -0.002223 0.009411 -0.000783
328 2025.03.12 15:28:58.236 0.000216 0.007892 0.000336 -0.000743
329 2025.03.12 15:28:58.238 0.000056 -0.007660 -0.002143 -0.001103
330 2025.03.12 15:28:58.240 0.000736 0.006093 -0.001903 -0.000983
331 2025.03.12 15:28:58.242 -0.000903 0.006293 -0.001183 -0.000943
332 2025.03.12 15:28:58.244 0.000136 -0.003382 -0.004421 -0.001423
333 2025.03.12 15:28:58.246 0.000456 0.006333 -0.007460 -0.001903
334 2025.03.12 15:28:58.248 -0.000224 -0.003222 0.007172 -0.001263
335 2025.03.12 15:28:58.250 -0.000543 -0.007340 0.010371 -0.000184
336 2025.03.12 15:28:58.252 0.000896 -0.007260 0.002535 -0.000224
337 2025.03.12 15:28:58.253 0.000576 -0.001623 -0.010498 -0.000743
338 2025.03.12 15:28:58.255 -0.000184 -0.000024 0.005453 0.000016
339 2025.03.12 15:28:58.257 0.000696 0.002615 0.002255 -0.000064
340 2025.03.12 15:28:58.259 -0.000983 0.007212 0.008971 0.001016
341 2025.03.12 15:28:58.262 0.000016 -0.000064 0.003574 0.001176
342 2025.03.12 15:28:58.263 -0.000424 0.003095 0.009491 0.001695
343 2025.03.12 15:28:58.265 0.000056 0.004334 -0.010978 0.000376
344 2025.03.12 15:28:58.267 0.000216 -0.005821 0.005933 0.000816
345 2025.03.12 15:28:58.269 0.000216 -0.002982 0.005773 0.001216
346 2025.03.12 15:28:58.270 -0.000184 0.001575 -0.011657 0.000096
347 2025.03.12 15:28:58.272 0.000536 0.005253 -0.000543 0.000016
348 2025.03.12 15:28:58.274 -0.000184 -0.007380 -0.012017 -0.001143
349 2025.03.12 15:28:58.276 0.000776 0.007972 0.007612 -0.000224
350 2025.03.12 15:28:58.278 0.000296 -0.008339 -0.007300 -0.000983
351 2025.03.12 15:28:58.280 -0.000184 -0.003502 -0.007380 -0.001463
352 2025.03.12 15:28:58.282 -0.000703 -0.007660 0.003095 -0.000783
353 2025.03.12 15:28:58.284 -0.000463 0.007372 -0.008899 -0.001743
354 2025.03.12 15:28:58.286 -0.000583 0.000216 -0.013217 -0.002782
355 2025.03.12 15:28:58.288 -0.000543 0.005333 -0.002303 -0.002782
