Nr	date	time	Ux	Uy	Uz	U3
2203 2025.03.12 15:29:02.068 -0.498676 0.322603 0.000096 -0.001583
2204 2025.03.12 15:29:02.070 -0.498516 0.328080 -0.011098 -0.002782
2205 2025.03.12 15:29:02.072 -0.498396 0.332918 -0.005341 -0.002702
2206 2025.03.12 15:29:02.074 -0.498556 0.337195 0.000696 -0.002342
2207 2025.03.12 15:29:02.076 -0.498516 0.341233 0.006333 -0.001383
2208 2025.03.12 15:29:02.077 -0.498196 0.345391 -0.006660 -0.002023
2209 2025.03.12 15:29:02.079 -0.498596 0.349029 0.010011 -0.000863
2210 2025.03.12 15:29:02.081 -0.498196 0.352587 -0.007540 -0.001463
2211 2025.03.12 15:29:02.083 -0.498556 0.355346 0.003374 -0.000943
2212 2025.03.12 15:29:02.085 -0.498596 0.358624 -0.012017 -0.002063
2213 2025.03.12 15:29:02.087 -0.498596 0.361023 -0.017374 -0.003422
2214 2025.03.12 15:29:02.088 -0.475289 0.363501 -0.011897 -0.003742
2215 2025.03.12 15:29:02.090 -0.464095 0.365580 -0.010538 -0.004261
2216 2025.03.12 15:29:02.092 -0.453500 0.367459 -0.013536 -0.004861
2217 2025.03.12 15:29:02.094 -0.440228 0.369378 -0.005181 -0.004861
2218 2025.03.12 15:29:02.096 -0.430393 0.371017 0.004334 -0.004102
2219 2025.03.12 15:29:02.097 -0.412322 0.372776 0.004334 -0.003262
2220 2025.03.12 15:29:02.099 -0.400409 0.374575 -0.010298 -0.003942
2221 2025.03.12 15:29:02.101 -0.383818 0.375855 -0.003142 -0.003782
2222 2025.03.12 15:29:02.103 -0.372824 0.376574 0.003015 -0.003142
2223 2025.03.12 15:29:02.105 -0.361310 0.378133 -0.015136 -0.003822
2224 2025.03.12 15:29:02.107 -0.349236 0.379453 -0.013217 -0.004701
2225 2025.03.12 15:29:02.108 -0.330686 0.380172 -0.000104 -0.004221
2226 2025.03.12 15:29:02.110 -0.324769 0.381012 0.002655 -0.003742
2227 2025.03.12 15:29:02.112 -0.300463 0.382091 -0.002183 -0.003662
2228 2025.03.12 15:29:02.114 -0.289628 0.382731 -0.004221 -0.003782
2229 2025.03.12 15:29:02.116 -0.283831 0.383411 0.001615 -0.003302
2230 2025.03.12 15:29:02.118 -0.259604 0.384050 0.006893 -0.002462
2231 2025.03.12 15:29:02.120 -0.250289 0.384930 -0.014736 -0.003662
2232 2025.03.12 15:29:02.122 -0.231180 0.385090 0.001216 -0.002942
2233 2025.03.12 15:29:02.123 -0.216627 0.385929 0.003135 -0.001823
2234 2025.03.12 15:29:02.125 -0.195319 0.386409 -0.013976 -0.003262
2235 2025.03.12 15:29:02.127 -0.186684 0.386769 0.004894 -0.002342
2236 2025.03.12 15:29:02.129 -0.174490 0.387169 -0.003422 -0.002542
2237 2025.03.12 15:29:02.130 -0.154021 0.387888 -0.012497 -0.003422
2238 2025.03.12 15:29:02.132 -0.138429 0.387968 0.004254 -0.002742
2239 2025.03.12 15:29:02.134 -0.121079 0.388168 0.001895 -0.002582
2240 2025.03.12 15:29:02.136 -0.110325 0.388648 -0.003942 -0.002622
2241 2025.03.12 15:29:02.138 -0.094373 0.389048 -0.009259 -0.003222
2242 2025.03.12 15:29:02.140 -0.076183 0.389128 -0.001423 -0.003062
2243 2025.03.12 15:29:02.141 -0.060711 0.389167 0.002815 -0.002622
2244 2025.03.12 15:29:02.143 -0.040962 0.389727 -0.010858 -0.003342
2245 2025.03.12 15:29:02.145 -0.023891 0.389967 -0.006260 -0.003622
2246 2025.03.12 15:29:02.147 -0.018734 0.390007 -0.006900 -0.003942
2247 2025.03.12 15:29:02.149 -0.000823 0.390047 0.004654 -0.003102
2248 2025.03.12 15:29:02.151 0.019046 0.390287 -0.012257 -0.004022
2249 2025.03.12 15:29:02.152 0.034997 0.390687 -0.010698 -0.004461
2250 2025.03.12 15:29:02.154 0.051828 0.390607 -0.014296 -0.005261
2251 2025.03.12 15:29:02.156 0.061183 0.390847 0.003255 -0.004501
2252 2025.03.12 15:29:02.158 0.078614 0.390727 0.002535 -0.003902
2253 2025.03.12 15:29:02.160 0.096165 0.390847 -0.008539 -0.004501
2254 2025.03.12 15:29:02.162 0.113196 0.390927 0.004894 -0.003502
2255 2025.03.12 15:29:02.163 0.131706 0.391206 -0.015535 -0.004741
2256 2025.03.12 15:29:02.165 0.147777 0.391246 -0.006500 -0.004741
2257 2025.03.12 15:29:02.167 0.162569 0.391326 -0.016375 -0.005701
2258 2025.03.12 15:29:02.169 0.172244 0.391326 0.006373 -0.004381
2259 2025.03.12 15:29:02.171 0.190274 0.391446 0.000176 -0.004142
2260 2025.03.12 15:29:02.172 0.205106 0.391406 0.009331 -0.002742
2261 2025.03.12 15:29:02.174 0.226055 0.391566 -0.007460 -0.003382
2262 2025.03.12 15:29:02.176 0.238288 0.391566 -0.002462 -0.003182
2263 2025.03.12 15:29:02.178 0.253360 0.391566 -0.003822 -0.003382
2264 2025.03.12 15:29:02.180 0.262955 0.391726 -0.016055 -0.004621
2265 2025.03.12 15:29:02.182 0.281865 0.391606 -0.004741 -0.004501
2266 2025.03.12 15:29:02.183 0.294938 0.391966 -0.010418 -0.004901
2267 2025.03.12 15:29:02.185 0.310290 0.391726 0.006693 -0.003902
2268 2025.03.12 15:29:02.187 0.323962 0.391886 -0.004701 -0.004102
2269 2025.03.12 15:29:02.189 0.336196 0.391806 0.000456 -0.003662
2270 2025.03.12 15:29:02.191 0.350988 0.392326 -0.012337 -0.004421
2271 2025.03.12 15:29:02.193 0.365340 0.392046 0.002895 -0.003822
2272 2025.03.12 15:29:02.195 0.379293 0.391966 0.004974 -0.003062
2273 2025.03.12 15:29:02.196 0.395564 0.391846 0.008732 -0.002063
2274 2025.03.12 15:29:02.198 0.408677 0.392206 -0.001583 -0.001943
2275 2025.03.12 15:29:02.200 0.422110 0.392166 -0.011817 -0.002902
2276 2025.03.12 15:29:02.202 0.429746 0.392166 -0.014016 -0.003902
2277 2025.03.12 15:29:02.204 0.441020 0.392326 -0.012657 -0.004381
2278 2025.03.12 15:29:02.205 0.447896 0.392046 -0.002542 -0.004381
2279 2025.03.12 15:29:02.207 0.454413 0.392126 -0.008699 -0.004741
2280 2025.03.12 15:29:02.210 0.460809 0.392126 -0.013816 -0.005741
2281 2025.03.12 15:29:02.211 0.465606 0.392326 -0.015695 -0.006300
2282 2025.03.12 15:29:02.213 0.470084 0.392446 -0.003982 -0.006060
2283 2025.03.12 15:29:02.215 0.473242 0.392206 0.003694 -0.005301
2284 2025.03.12 15:29:02.217 0.476681 0.392086 0.010011 -0.004062
2285 2025.03.12 15:29:02.219 0.479279 0.392286 -0.013976 -0.005021
2286 2025.03.12 15:29:02.221 0.481998 0.392286 0.000576 -0.004581
2287 2025.03.12 15:29:02.223 0.483997 0.392166 -0.002103 -0.004421
2288 2025.03.12 15:29:02.225 0.485796 0.392086 0.002615 -0.004022
2289 2025.03.12 15:29:02.227 0.487395 0.392246 0.005853 -0.003142
2290 2025.03.12 15:29:02.229 0.489114 0.392206 0.005213 -0.002462
2291 2025.03.12 15:29:02.231 0.490073 0.347990 -0.001823 -0.002742
2292 2025.03.12 15:29:02.233 0.491353 0.334517 -0.006220 -0.003102
2293 2025.03.12 15:29:02.236 0.492192 0.322683 0.005173 -0.002582
2294 2025.03.12 15:29:02.238 0.493192 0.307971 -0.013457 -0.003782
2295 2025.03.12 15:29:02.240 0.493911 0.286622 -0.015216 -0.004781
2296 2025.03.12 15:29:02.242 0.494391 0.269232 -0.013616 -0.005501
2297 2025.03.12 15:29:02.244 0.495111 0.262236 -0.008539 -0.005981
2298 2025.03.12 15:29:02.246 0.495231 0.236929 -0.011937 -0.006860
2299 2025.03.12 15:29:02.247 0.495470 0.222897 0.004494 -0.005821
2300 2025.03.12 15:29:02.249 0.495910 0.207185 0.002495 -0.005221
2301 2025.03.12 15:29:02.251 0.496190 0.185717 -0.013457 -0.006220
2302 2025.03.12 15:29:02.253 0.496750 0.170325 0.004574 -0.005021
2303 2025.03.12 15:29:02.255 0.496590 0.153014 -0.011618 -0.005901
2304 2025.03.12 15:29:02.257 0.496790 0.135663 0.000656 -0.005261
2305 2025.03.12 15:29:02.259 0.496470 0.128187 0.005373 -0.004381
2306 2025.03.12 15:29:02.261 0.496870 0.109997 -0.007580 -0.005021
2307 2025.03.12 15:29:02.263 0.496950 0.094126 -0.001903 -0.004941
2308 2025.03.12 15:29:02.265 0.497190 0.080653 -0.013736 -0.005861
2309 2025.03.12 15:29:02.267 0.497110 0.051908 -0.000104 -0.005581
2310 2025.03.12 15:29:02.269 0.497230 0.042673 0.005134 -0.004781
2311 2025.03.12 15:29:02.271 0.497509 0.023883 -0.010338 -0.005421
2312 2025.03.12 15:29:02.273 0.497310 0.009811 -0.003862 -0.005421
2313 2025.03.12 15:29:02.275 0.497469 -0.020253 0.004374 -0.004861
2314 2025.03.12 15:29:02.278 0.497829 -0.036604 -0.010138 -0.005341
2315 2025.03.12 15:29:02.280 0.497709 -0.048438 -0.000903 -0.005061
2316 2025.03.12 15:29:02.282 0.497869 -0.073344 -0.002782 -0.000503
2317 2025.03.12 15:29:02.284 0.497749 -0.086098 -0.011578 -0.005941
2318 2025.03.12 15:29:02.285 0.497789 -0.104208 -0.014616 -0.006980
2319 2025.03.12 15:29:02.287 0.497909 -0.116921 -0.005181 -0.006900
2320 2025.03.12 15:29:02.290 0.497949 -0.140149 0.006413 -0.005781
2321 2025.03.12 15:29:02.292 0.497629 -0.154701 -0.007180 -0.006340
2322 2025.03.12 15:29:02.294 0.497829 -0.171332 -0.014896 -0.007380
2323 2025.03.12 15:29:02.296 0.497709 -0.188882 -0.009179 -0.007700
2324 2025.03.12 15:29:02.297 0.497869 -0.206793 -0.000983 -0.007140
2325 2025.03.12 15:29:02.299 0.497789 -0.225903 -0.013297 -0.007900
2326 2025.03.12 15:29:02.302 0.497709 -0.241934 -0.006380 -0.008099
2327 2025.03.12 15:29:02.304 0.497749 -0.259045 -0.009659 -0.008619
2328 2025.03.12 15:29:02.306 0.497669 -0.269879 -0.003982 -0.008299
2329 2025.03.12 15:29:02.308 0.497629 -0.282632 0.000096 -0.007700
2330 2025.03.12 15:29:02.310 0.498109 -0.291947 0.007492 -0.006420
2331 2025.03.12 15:29:02.312 0.498069 -0.299743 -0.006700 -0.006700
2332 2025.03.12 15:29:02.314 0.497989 -0.307299 -0.007180 -0.007620
2333 2025.03.12 15:29:02.316 0.497829 -0.314295 -0.012057 -0.008379
2334 2025.03.12 15:29:02.318 0.497869 -0.321131 0.005413 -0.006980
2335 2025.03.12 15:29:02.321 0.497789 -0.328487 -0.002063 -0.006780
2336 2025.03.12 15:29:02.323 0.497669 -0.335484 0.004054 -0.006021
2337 2025.03.12 15:29:02.325 0.497789 -0.339881 -0.002902 -0.006060
2338 2025.03.12 15:29:02.327 0.497749 -0.343999 -0.007700 -0.006100
2339 2025.03.12 15:29:02.329 0.497869 -0.347637 -0.015216 -0.006420
2340 2025.03.12 15:29:02.330 0.497749 -0.351235 -0.006021 -0.006660
2341 2025.03.12 15:29:02.332 0.497629 -0.354553 0.004614 -0.005661
2342 2025.03.12 15:29:02.334 0.497869 -0.357232 -0.013656 -0.006860
2343 2025.03.12 15:29:02.336 0.497949 -0.359871 -0.014216 -0.007660
2344 2025.03.12 15:29:02.338 0.497909 -0.362589 0.001815 -0.006660
2345 2025.03.12 15:29:02.340 0.469644 -0.365188 -0.009699 -0.007340
2346 2025.03.12 15:29:02.342 0.457451 -0.366827 -0.009419 -0.007620
2347 2025.03.12 15:29:02.344 0.443179 -0.369226 -0.014976 -0.008579
2348 2025.03.12 15:29:02.345 0.430665 -0.371065 0.005853 -0.007180
2349 2025.03.12 15:29:02.347 0.415913 -0.372664 0.003894 -0.006380
2350 2025.03.12 15:29:02.349 0.403480 -0.374063 -0.015415 -0.007540
2351 2025.03.12 15:29:02.351 0.384890 -0.375702 -0.007340 -0.007660
2352 2025.03.12 15:29:02.353 0.380692 -0.376862 -0.008979 -0.007860
2353 2025.03.12 15:29:02.354 0.365420 -0.378061 -0.008859 -0.008099
2354 2025.03.12 15:29:02.356 0.352667 -0.379140 0.004654 -0.007020
2355 2025.03.12 15:29:02.358 0.336556 -0.380380 0.001935 -0.006620
2356 2025.03.12 15:29:02.361 0.319125 -0.381339 0.000056 -0.005701
2357 2025.03.12 15:29:02.363 0.305173 -0.382498 -0.010138 -0.006380
2358 2025.03.12 15:29:02.365 0.287902 -0.383258 -0.012417 -0.007180
2359 2025.03.12 15:29:02.367 0.265714 -0.383978 0.003294 -0.006220
2360 2025.03.12 15:29:02.369 0.250122 -0.384697 -0.016695 -0.007540
2361 2025.03.12 15:29:02.371 0.232691 -0.385337 0.002695 -0.006420
2362 2025.03.12 15:29:02.373 0.224776 -0.385617 -0.008739 -0.006700
2363 2025.03.12 15:29:02.375 0.206026 -0.386416 -0.000943 -0.006500
2364 2025.03.12 15:29:02.377 0.184837 -0.386896 0.004814 -0.005781
2365 2025.03.12 15:29:02.379 0.164248 -0.387336 -0.009778 -0.006340
2366 2025.03.12 15:29:02.381 0.145898 -0.387776 0.008492 -0.005141
2367 2025.03.12 15:29:02.383 0.132305 -0.388095 -0.003902 -0.005421
2368 2025.03.12 15:29:02.385 0.116114 -0.388335 -0.012377 -0.006340
2369 2025.03.12 15:29:02.387 0.103841 -0.388495 0.003374 -0.005301
2370 2025.03.12 15:29:02.389 0.087010 -0.388735 0.006693 -0.004381
2371 2025.03.12 15:29:02.390 0.069499 -0.389095 -0.006060 -0.004981
2372 2025.03.12 15:29:02.392 0.054227 -0.389295 0.005533 -0.004062
2373 2025.03.12 15:29:02.394 0.037076 -0.389655 0.002775 -0.003822
2374 2025.03.12 15:29:02.398 0.002175 -0.390014 -0.001703 -0.003902
2375 2025.03.12 15:29:02.400 -0.019413 -0.390094 -0.007140 -0.004341
2376 2025.03.12 15:29:02.402 -0.033046 -0.390254 -0.003942 -0.004341
2377 2025.03.12 15:29:02.404 -0.052076 -0.390094 -0.012737 -0.005141
2378 2025.03.12 15:29:02.406 -0.071146 -0.390414 -0.004581 -0.005221
2379 2025.03.12 15:29:02.408 -0.076583 -0.390574 -0.003502 -0.005221
2380 2025.03.12 15:29:02.410 -0.094013 -0.390574 -0.014136 -0.006100
2381 2025.03.12 15:29:02.412 -0.113963 -0.390774 0.002255 -0.005101
2382 2025.03.12 15:29:02.414 -0.130394 -0.390814 0.002615 -0.004541
2383 2025.03.12 15:29:02.416 -0.144826 -0.390854 0.003055 -0.003982
2384 2025.03.12 15:29:02.417 -0.167694 -0.391134 0.004294 -0.003502
2385 2025.03.12 15:29:02.419 -0.177928 -0.390614 -0.010778 -0.004301
2386 2025.03.12 15:29:02.421 -0.192480 -0.391134 0.004934 -0.003462
2387 2025.03.12 15:29:02.423 -0.219586 -0.390974 -0.008299 -0.004461
2388 2025.03.12 15:29:02.425 -0.221745 -0.391254 0.006213 -0.003502
2389 2025.03.12 15:29:02.427 -0.236097 -0.391214 -0.013776 -0.004701
2390 2025.03.12 15:29:02.428 -0.252808 -0.391374 -0.003662 -0.004581
2391 2025.03.12 15:29:02.430 -0.274396 -0.391494 0.008212 -0.003542
2392 2025.03.12 15:29:02.432 -0.291867 -0.391294 -0.010578 -0.004381
2393 2025.03.12 15:29:02.434 -0.306499 -0.391414 0.003494 -0.003502
2394 2025.03.12 15:29:02.436 -0.321051 -0.391134 -0.015575 -0.004861
2395 2025.03.12 15:29:02.438 -0.333165 -0.391414 -0.015096 -0.005541
2396 2025.03.12 15:29:02.440 -0.347117 -0.391454 0.000856 -0.005101
2397 2025.03.12 15:29:02.443 -0.365268 -0.391454 -0.011418 -0.006060
2398 2025.03.12 15:29:02.445 -0.379300 -0.391494 -0.008459 -0.006300
2399 2025.03.12 15:29:02.447 -0.394132 -0.391334 -0.007420 -0.006500
2400 2025.03.12 15:29:02.449 -0.406086 -0.391414 -0.002382 -0.006260
2401 2025.03.12 15:29:02.450 -0.422397 -0.391334 -0.006940 -0.006500
2402 2025.03.12 15:29:02.452 -0.434071 -0.391494 -0.006780 -0.006700
2403 2025.03.12 15:29:02.454 -0.442386 -0.391734 0.001935 -0.006140
2404 2025.03.12 15:29:02.456 -0.450742 -0.391654 0.008332 -0.004821
2405 2025.03.12 15:29:02.458 -0.457698 -0.391694 0.002535 -0.004421
2406 2025.03.12 15:29:02.461 -0.463815 -0.391614 0.002695 -0.003542
2407 2025.03.12 15:29:02.463 -0.468252 -0.391774 0.001695 -0.003182
2408 2025.03.12 15:29:02.465 -0.472410 -0.391893 -0.004181 -0.003302
2409 2025.03.12 15:29:02.466 -0.475609 -0.391774 0.000416 -0.002902
2410 2025.03.12 15:29:02.468 -0.478527 -0.391853 -0.011697 -0.004221
2411 2025.03.12 15:29:02.470 -0.481166 -0.391774 -0.012697 -0.004621
2412 2025.03.12 15:29:02.472 -0.483085 -0.391853 -0.004461 -0.004621
2413 2025.03.12 15:29:02.474 -0.485083 -0.391853 -0.000543 -0.004381
2414 2025.03.12 15:29:02.476 -0.486922 -0.391813 -0.016015 -0.005741
2415 2025.03.12 15:29:02.478 -0.488202 -0.391734 -0.016535 -0.006580
2416 2025.03.12 15:29:02.479 -0.489561 -0.359231 0.005413 -0.005261
2417 2025.03.12 15:29:02.481 -0.490601 -0.355073 -0.000503 -0.004901
2418 2025.03.12 15:29:02.483 -0.491560 -0.340401 -0.000463 -0.004661
2419 2025.03.12 15:29:02.485 -0.492559 -0.332525 0.004694 -0.003742
2420 2025.03.12 15:29:02.487 -0.492959 -0.316734 0.007732 -0.002782
2421 2025.03.12 15:29:02.488 -0.493599 -0.294546 -0.012417 -0.003582
2422 2025.03.12 15:29:02.490 -0.494199 -0.282592 0.004934 -0.002582
2423 2025.03.12 15:29:02.492 -0.494638 -0.260804 -0.013816 -0.003422
2424 2025.03.12 15:29:02.494 -0.495238 -0.262323 0.000096 -0.003182
2425 2025.03.12 15:29:02.496 -0.495478 -0.235417 0.006613 -0.002263
2426 2025.03.12 15:29:02.497 -0.495718 -0.224103 0.000216 -0.001943
2427 2025.03.12 15:29:02.499 -0.496277 -0.211990 -0.003702 -0.002303
2428 2025.03.12 15:29:02.501 -0.496477 -0.190841 -0.010818 -0.003022
2429 2025.03.12 15:29:02.503 -0.496477 -0.187043 -0.014456 -0.003822
2430 2025.03.12 15:29:02.505 -0.496917 -0.156900 0.004734 -0.002942
2431 2025.03.12 15:29:02.506 -0.496757 -0.147345 -0.003582 -0.003102
2432 2025.03.12 15:29:02.508 -0.496837 -0.129994 -0.008579 -0.003742
2433 2025.03.12 15:29:02.511 -0.497317 -0.097851 -0.016455 -0.004581
2434 2025.03.12 15:29:02.513 -0.497557 -0.088416 -0.007860 -0.004821
2435 2025.03.12 15:29:02.515 -0.497517 -0.078582 -0.014056 -0.005701
2436 2025.03.12 15:29:02.517 -0.497597 -0.057553 0.004254 -0.004461
2437 2025.03.12 15:29:02.518 -0.497597 -0.035565 0.003614 -0.003582
2438 2025.03.12 15:29:02.520 -0.497757 -0.031807 -0.011817 -0.004661
2439 2025.03.12 15:29:02.522 -0.497797 -0.019853 0.004374 -0.003702
2440 2025.03.12 15:29:02.524 -0.497917 0.000336 -0.011018 -0.004701
2441 2025.03.12 15:29:02.525 -0.497917 0.022404 -0.015296 -0.005501
2442 2025.03.12 15:29:02.527 -0.497917 0.040515 0.002055 -0.004301
2443 2025.03.12 15:29:02.529 -0.498037 0.059704 0.007012 -0.003302
2444 2025.03.12 15:29:02.531 -0.498037 0.063982 -0.009459 -0.003902
2445 2025.03.12 15:29:02.533 -0.497877 0.073977 -0.010298 -0.004341
2446 2025.03.12 15:29:02.535 -0.497717 0.102241 -0.004941 -0.004381
2447 2025.03.12 15:29:02.537 -0.498037 0.110197 -0.001303 -0.004142
2448 2025.03.12 15:29:02.539 -0.498077 0.128347 0.001975 -0.003422
2449 2025.03.12 15:29:02.540 -0.498156 0.150735 -0.012417 -0.004261
2450 2025.03.12 15:29:02.542 -0.498037 0.166607 -0.007660 -0.004381
2451 2025.03.12 15:29:02.544 -0.498596 0.172284 0.003774 -0.003502
2452 2025.03.12 15:29:02.545 -0.497957 0.191034 -0.004581 -0.003662
2453 2025.03.12 15:29:02.547 -0.498037 0.212142 -0.015016 -0.004181
2454 2025.03.12 15:29:02.549 -0.498077 0.225255 0.004894 -0.003142
2455 2025.03.12 15:29:02.551 -0.498276 0.236889 -0.010618 -0.004022
2456 2025.03.12 15:29:02.553 -0.498276 0.251721 0.004934 -0.003142
2457 2025.03.12 15:29:02.554 -0.498077 0.262156 -0.013616 -0.003982
2458 2025.03.12 15:29:02.556 -0.498196 0.271870 0.004654 -0.003182
2459 2025.03.12 15:29:02.558 -0.498236 0.281705 0.001136 -0.002702
2460 2025.03.12 15:29:02.560 -0.498077 0.290181 0.006613 -0.001783
2461 2025.03.12 15:29:02.562 -0.498436 0.297816 -0.003342 -0.002103
2462 2025.03.12 15:29:02.563 -0.498396 0.304613 -0.000583 -0.001863
2463 2025.03.12 15:29:02.565 -0.498037 0.311689 -0.009179 -0.002542
2464 2025.03.12 15:29:02.567 -0.498396 0.317206 -0.003262 -0.002582
2465 2025.03.12 15:29:02.569 -0.498436 0.322723 -0.007260 -0.002942
2466 2025.03.12 15:29:02.570 -0.497997 0.328320 -0.009219 -0.003302
2467 2025.03.12 15:29:02.572 -0.498116 0.332838 -0.001143 -0.003262
2468 2025.03.12 15:29:02.574 -0.498236 0.337395 -0.006021 -0.003462
2469 2025.03.12 15:29:02.576 -0.498356 0.341153 0.001735 -0.003062
2470 2025.03.12 15:29:02.578 -0.498236 0.344631 0.000496 -0.002502
2471 2025.03.12 15:29:02.579 -0.498077 0.349149 -0.005941 -0.002782
2472 2025.03.12 15:29:02.581 -0.498196 0.352147 0.003654 -0.002183
2473 2025.03.12 15:29:02.583 -0.498276 0.355066 -0.015056 -0.003542
2474 2025.03.12 15:29:02.585 -0.498276 0.357624 -0.014776 -0.004621
2475 2025.03.12 15:29:02.586 -0.498356 0.360143 -0.016255 -0.005541
2476 2025.03.12 15:29:02.588 -0.498116 0.363181 -0.006140 -0.005741
2477 2025.03.12 15:29:02.590 -0.463495 0.365620 -0.005261 -0.005901
2478 2025.03.12 15:29:02.592 -0.455699 0.368059 0.001855 -0.004901
2479 2025.03.12 15:29:02.593 -0.442107 0.370138 -0.006660 -0.005101
2480 2025.03.12 15:29:02.595 -0.429034 0.371977 0.003055 -0.004261
2481 2025.03.12 15:29:02.597 -0.417480 0.373576 -0.000503 -0.004062
2482 2025.03.12 15:29:02.599 -0.402768 0.375535 -0.013976 -0.004661
2483 2025.03.12 15:29:02.601 -0.390254 0.377134 0.004614 -0.003662
2484 2025.03.12 15:29:02.603 -0.371105 0.378933 -0.014696 -0.004861
2485 2025.03.12 15:29:02.605 -0.361830 0.379812 0.006013 -0.003862
2486 2025.03.12 15:29:02.607 -0.352954 0.381052 -0.010258 -0.004741
2487 2025.03.12 15:29:02.609 -0.333725 0.381851 0.004374 -0.003902
2488 2025.03.12 15:29:02.611 -0.320372 0.383051 0.004534 -0.003182
2489 2025.03.12 15:29:02.614 -0.291187 0.385090 -0.013377 -0.003622
2490 2025.03.12 15:29:02.616 -0.276995 0.385489 0.000816 -0.003422
2491 2025.03.12 15:29:02.618 -0.259564 0.386689 -0.004661 -0.003422
2492 2025.03.12 15:29:02.620 -0.242813 0.387328 -0.010978 -0.003942
2493 2025.03.12 15:29:02.622 -0.230340 0.387648 -0.003582 -0.004062
2494 2025.03.12 15:29:02.624 -0.211750 0.388288 0.004254 -0.003262
2495 2025.03.12 15:29:02.626 -0.194799 0.389367 -0.010858 -0.004062
2496 2025.03.12 15:29:02.627 -0.181806 0.389247 -0.003302 -0.004062
2497 2025.03.12 15:29:02.629 -0.163776 0.389607 0.002135 -0.003502
2498 2025.03.12 15:29:02.631 -0.146465 0.390247 0.006893 -0.002462
2499 2025.03.12 15:29:02.633 -0.135711 0.390527 0.003175 -0.001983
2500 2025.03.12 15:29:02.634 -0.122078 0.390607 0.002895 -0.001583
2501 2025.03.12 15:29:02.636 -0.100930 0.391286 -0.006820 -0.001943
2502 2025.03.12 15:29:02.638 -0.091295 0.391286 0.004334 -0.001223
2503 2025.03.12 15:29:02.640 -0.078382 0.391686 -0.016215 -0.002622
2504 2025.03.12 15:29:02.642 -0.062310 0.391926 0.002815 -0.001943
2505 2025.03.12 15:29:02.643 -0.042361 0.392366 -0.014656 -0.003142
2506 2025.03.12 15:29:02.645 -0.025450 0.392406 -0.012617 -0.004301
2507 2025.03.12 15:29:02.647 -0.013536 0.392766 -0.006220 -0.004062
2508 2025.03.12 15:29:02.649 0.001336 0.392766 -0.015336 -0.005181
2509 2025.03.12 15:29:02.651 0.017447 0.393045 -0.004621 -0.004941
2510 2025.03.12 15:29:02.652 0.034918 0.393245 -0.011178 -0.005341
2511 2025.03.12 15:29:02.654 0.051988 0.393245 -0.000503 -0.004941
2512 2025.03.12 15:29:02.656 0.060384 0.393325 0.004974 -0.003982
2513 2025.03.12 15:29:02.658 0.078774 0.393405 -0.000783 -0.003742
2514 2025.03.12 15:29:02.660 0.098084 0.393485 0.003694 -0.002942
2515 2025.03.12 15:29:02.662 0.113635 0.393765 -0.000623 -0.002782
2516 2025.03.12 15:29:02.663 0.133864 0.393925 -0.006980 -0.003262
2517 2025.03.12 15:29:02.665 0.140301 0.393765 0.001176 -0.002822
2518 2025.03.12 15:29:02.668 0.175122 0.394085 -0.016335 -0.004022
2519 2025.03.12 15:29:02.670 0.189195 0.394125 0.000616 -0.003102
2520 2025.03.12 15:29:02.672 0.199029 0.394485 -0.006140 -0.003542
2521 2025.03.12 15:29:02.673 0.214181 0.394485 -0.012017 -0.004181
2522 2025.03.12 15:29:02.675 0.233411 0.394605 -0.009059 -0.004861
2523 2025.03.12 15:29:02.677 0.249123 0.394405 -0.006180 -0.004981
2524 2025.03.12 15:29:02.679 0.265674 0.394685 -0.008859 -0.005021
2525 2025.03.12 15:29:02.681 0.283424 0.394764 -0.007740 -0.005421
2526 2025.03.12 15:29:02.683 0.289381 0.394525 -0.004621 -0.005621
2527 2025.03.12 15:29:02.684 0.303054 0.394525 0.002255 -0.004861
2528 2025.03.12 15:29:02.686 0.320364 0.394685 -0.011418 -0.005661
2529 2025.03.12 15:29:02.688 0.337315 0.394725 0.000896 -0.004821
2530 2025.03.12 15:29:02.690 0.351428 0.394764 -0.014136 -0.005821
2531 2025.03.12 15:29:02.692 0.367459 0.394725 0.000336 -0.005301
2532 2025.03.12 15:29:02.694 0.382211 0.394884 0.002015 -0.003622
2533 2025.03.12 15:29:02.696 0.386729 0.394645 0.002815 -0.003342
2534 2025.03.12 15:29:02.697 0.403920 0.394884 -0.002702 -0.002662
2535 2025.03.12 15:29:02.699 0.417073 0.394884 -0.000943 -0.003742
2536 2025.03.12 15:29:02.701 0.430465 0.395044 -0.003022 -0.003542
2537 2025.03.12 15:29:02.703 0.438261 0.394844 0.002375 -0.003022
2538 2025.03.12 15:29:02.705 0.445537 0.395204 -0.009259 -0.003742
2539 2025.03.12 15:29:02.707 0.451854 0.394964 0.005453 -0.002942
2540 2025.03.12 15:29:02.708 0.457771 0.395004 0.003294 -0.002462
2541 2025.03.12 15:29:02.710 0.462928 0.395084 -0.013656 -0.003862
2542 2025.03.12 15:29:02.712 0.467006 0.395044 -0.009179 -0.004301
2543 2025.03.12 15:29:02.714 0.471124 0.394884 0.000216 -0.003902
2544 2025.03.12 15:29:02.716 0.474642 0.395404 -0.011897 -0.004741
2545 2025.03.12 15:29:02.718 0.477920 0.395284 -0.008139 -0.005061
2546 2025.03.12 15:29:02.720 0.480279 0.394884 0.008252 -0.004062
2547 2025.03.12 15:29:02.722 0.482677 0.395044 0.001975 -0.003462
